x,y,z,type
2159.25,-2485.5,0,TU
2138.25,-2485.5,0,TU
2214.25,-2485,0,TU
1515.75,-2484.5,0,TU
2178.25,-2483,0,TU
1835.75,-2480,0,TU
2244.25,-2479,0,TU
2345.75,-2479,0,TU
2323.25,-2478.5,0,TU
1867.75,-2477.5,0,TU
1899.25,-2477.5,0,TU
2025.25,-2477.5,0,TU
2114.75,-2476.5,0,TU
2166.75,-2474,0,TU
1773.25,-2473,0,TU
1735.75,-2471.5,0,TU
1860.25,-2469.5,0,TU
2371.75,-2469.5,0,TU
2155.25,-2468.5,0,TU
2289.25,-2468,0,TU
1528.25,-2468,0,TU
2206.75,-2467.5,0,TU
2353.25,-2467,0,TU
1953.25,-2466.5,0,TU
1825.75,-2466,0,TU
2081.25,-2466,0,TU
2274.25,-2464.5,0,TU
2043.25,-2464,0,TU
2184.25,-2462,0,TU
2326.25,-2461.5,0,TU
1746.25,-2461.5,0,TU
1934.75,-2460.5,0,TU
1917.25,-2458,0,TU
2380.25,-2457,0,TU
2136.25,-2456.5,0,TU
2032.75,-2456.5,0,TU
1855.75,-2456,0,TU
2217.75,-2455,0,TU
1893.75,-2454.5,0,TU
2013.75,-2452.5,0,TU
2253.75,-2452,0,TU
2165.75,-2452,0,TU
1993.75,-2451,0,TU
2230.25,-2450.5,0,TU
1768.75,-2450,0,TU
1965.75,-2449,0,TU
1787.25,-2446,0,TU
1518.25,-2445.5,0,TU
1903.25,-2445,0,TU
2338.75,-2443.5,0,TU
2417.75,-2443,0,TU
2403.75,-2442,0,TU
2361.25,-2442,0,TU
1833.75,-2441.5,0,TU
1918.75,-2440.5,0,TU
1890.25,-2439.5,0,TU
1956.25,-2438,0,TU
2265.75,-2437,0,TU
1718.25,-2437,0,TU
2314.75,-2436.5,0,TU
1529.75,-2436.5,0,TU
1933.75,-2435,0,TU
1738.25,-2434,0,TU
2080.75,-2432,0,TU
1875.25,-2431.5,0,TU
2370.25,-2429.5,0,TU
1913.75,-2428.5,0,TU
2032.75,-2428,0,TU
2189.75,-2425.5,0,TU
2421.75,-2422.5,0,TU
1773.75,-2422.5,0,TU
2236.75,-2421.5,0,TU
1851.75,-2421.5,0,TU
2255.25,-2420,0,TU
1943.75,-2419.5,0,TU
1996.25,-2419.5,0,TU
2208.75,-2419,0,TU
1737.25,-2417.5,0,TU
2438.25,-2417,0,TU
1529.25,-2415.5,0,TU
2222.25,-2415.5,0,TU
1905.25,-2415,0,TU
2317.25,-2414.5,0,TU
1879.25,-2413,0,TU
1506.25,-2411,0,TU
2266.75,-2410,0,TU
2297.75,-2409.5,0,TU
2046.75,-2408,0,TU
1922.25,-2407.5,0,TU
2181.75,-2406,0,TU
1952.25,-2401,0,TU
1977.75,-2400.5,0,TU
1735.75,-2399,0,TU
1935.25,-2397.5,0,TU
2338.25,-2396.5,0,TU
2205.25,-2395.5,0,TU
2172.75,-2395.5,0,TU
1464.25,-2395,0,TU
1868.25,-2394.5,0,TU
1526.25,-2394.5,0,TU
2234.75,-2393,0,TU
1774.25,-2392.5,0,TU
2130.25,-2391.5,0,TU
2110.25,-2391,0,TU
1966.25,-2388.5,0,TU
2462.25,-2388,0,TU
1565.25,-2387.5,0,TU
1741.25,-2383.5,0,TU
2310.25,-2382.5,0,TU
2194.75,-2381.5,0,TU
1901.75,-2381.5,0,TU
2071.75,-2381.5,0,TU
2164.25,-2380.5,0,TU
2220.25,-2380.5,0,TU
2041.75,-2380,0,TU
1513.25,-2380,0,TU
2395.75,-2379,0,TU
2443.25,-2378.5,0,TU
1477.75,-2378,0,TU
2180.75,-2376.5,0,TU
1714.25,-2376,0,TU
2145.25,-2374.5,0,TU
1935.25,-2374,0,TU
1820.75,-2374,0,TU
2426.25,-2374,0,TU
2111.25,-2373,0,TU
1998.75,-2372.5,0,TU
1840.75,-2370,0,TU
1813.25,-2369,0,TU
1723.75,-2369,0,TU
1531.75,-2368.5,0,TU
2294.75,-2368,0,TU
2341.75,-2366,0,TU
1963.25,-2365,0,TU
2083.75,-2364.5,0,TU
2215.25,-2364,0,TU
2165.75,-2362,0,TU
1748.25,-2361,0,TU
2134.25,-2356,0,TU
1560.25,-2355.5,0,TU
1720.75,-2354,0,TU
2222.75,-2353,0,TU
1939.75,-2348.5,0,TU
2037.75,-2348.5,0,TU
1891.75,-2348,0,TU
2114.25,-2346,0,TU
1960.75,-2345.5,0,TU
1989.75,-2344.5,0,TU
1508.75,-2342,0,TU
1424.75,-2342,0,TU
2079.75,-2342,0,TU
1710.75,-2341,0,TU
1905.75,-2340.5,0,TU
1928.75,-2340.5,0,TU
2242.25,-2340,0,TU
2339.25,-2339.5,0,TU
2063.75,-2339.5,0,TU
2433.25,-2339.5,0,TU
1743.25,-2338.5,0,TU
1760.75,-2338,0,TU
2190.75,-2336.5,0,TU
2143.75,-2335,0,TU
2410.75,-2334.5,0,TU
2039.25,-2333.5,0,TU
2447.75,-2333,0,TU
2264.75,-2333,0,TU
2162.75,-2333,0,TU
2356.25,-2331.5,0,TU
1548.25,-2331.5,0,TU
1952.75,-2331.5,0,TU
2097.25,-2331,0,TU
2389.75,-2330.5,0,TU
2063.75,-2329.5,0,TU
1412.75,-2329,0,TU
2323.25,-2329,0,TU
2214.25,-2328.5,0,TU
2173.75,-2328,0,TU
1978.25,-2327.5,0,TU
1522.25,-2327.5,0,TU
1391.25,-2326.5,0,TU
2298.25,-2325.5,0,TU
1803.25,-2325,0,TU
1886.75,-2323.5,0,TU
1907.25,-2321,0,TU
1716.25,-2319.5,0,TU
