x,y,z,type
2966,-1310,0,Tcell
2659,-1312,0,Tcell
2678,-1284.5,0,Tcell
2955,-1262.5,0,Tcell
2776,-1262.5,0,Tcell
2615.5,-1248,0,Tcell
2707.5,-1224.5,0,Tcell
2849,-1210,0,Tcell
2884,-1209.5,0,Tcell
2786,-1201.5,0,Tcell
2636.5,-1190.5,0,Tcell
2587,-1193,0,Tcell
3468.5,-1948.5,0,Tcell
3482,-1851.5,0,Tcell
3471,-1836,0,Tcell
3172.5,-1785,0,Tcell
3454.5,-1771.5,0,Tcell
3305,-1757.5,0,Tcell
3230.5,-1755.5,0,Tcell
3181,-1753,0,Tcell
3445.5,-1727,0,Tcell
3196.5,-1726,0,Tcell
3513,-1723.5,0,Tcell
3817.5,-1724,0,Tcell
3089.5,-1703.5,0,Tcell
3514,-1694.5,0,Tcell
3327,-1690.5,0,Tcell
3099.5,-1688.5,0,Tcell
3302,-1682.5,0,Tcell
3064.5,-1679,0,Tcell
3349,-1678.5,0,Tcell
3100,-1671.5,0,Tcell
3324.5,-1673,0,Tcell
3239.5,-1661.5,0,Tcell
3507.5,-1666,0,Tcell
